,name,team,innings,ballsfaced,batting_sr,batting_avg,PaPP0,PaPPW,PaPP6,PaPP4,PaPP1,PaPPE,PaPP2,PaPP3,PaPP5,PaMO0,PaMOW,PaMO6,PaMO4,PaMO1,PaMOE,PaMO2,PaMO3,PaMO5,PaDO0,PaDOW,PaDO6,PaDO4,PaDO1,PaDOE,PaDO2,PaDO3,PaDO5,SpPP0,SpPPW,SpPP6,SpPP4,SpPP1,SpPPE,SpPP2,SpPP3,SpPP5,SpMO0,SpMOW,SpMO6,SpMO4,SpMO1,SpMOE,SpMO2,SpMO3,SpMO5,SpDO0,SpDOW,SpDO6,SpDO4,SpDO1,SpDOE,SpDO2,SpDO3,SpDO5,type
280,NA Rock,Ireland,6,46,89.13,8.2,411 - 666,-,-,-,-,-,-,-,-,411 - 432,433 - 454,-,-,455 - 621,622 - 643,644 - 666,-,-,-,411 - 433,-,-,434 - 615,616 - 643,644 - 666,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 431,432 - 451,-,452 - 511,512 - 646,651 - 656,661 - 666,-,-,-,-,-,-,411 - 536,-,-,541 - 666,-,
281,NA Saini,India,1,1,100.0,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,
282,NLTC Perera,Sri Lanka,2,7,42.86,3.0,411 - 546,-,-,-,551 - 642,643 - 666,-,-,-,411 - 546,-,-,-,551 - 642,643 - 666,-,-,-,411 - 463,464 - 544,-,-,545 - 625,626 - 666,-,-,-,411 - 546,-,-,-,551 - 642,643 - 666,-,-,-,411 - 546,-,-,-,551 - 642,643 - 666,-,-,-,411 - 463,464 - 544,-,-,545 - 625,626 - 666,-,-,-,
283,NT Ellis,Australia,2,9,11.11,0.5,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,
284,Najibullah Zadran,Afghanistan,22,396,145.71,36.06,411 - 522,523 - 526,-,531 - 562,563 - 642,-,643 - 662,663 - 666,-,411 - 512,513 - 515,516 - 522,523 - 532,533 - 642,643 - 656,661 - 666,-,-,411 - 426,431 - 441,442 - 514,515 - 541,542 - 625,626 - 651,652 - 665,666 - 666,-,-,-,411 - 436,441 - 466,511 - 666,-,-,-,-,411 - 523,524 - 531,532 - 536,541 - 551,552 - 652,653 - 655,656 - 666,-,-,-,-,411 - 453,454 - 512,513 - 623,624 - 651,652 - 666,-,-,Batter
285,Naseem Shah,Pakistan,4,8,225.0,6.0,-,411 - 462,463 - 536,541 - 555,556 - 633,634 - 666,-,-,-,-,411 - 462,463 - 536,541 - 555,556 - 633,634 - 666,-,-,-,-,411 - 462,463 - 536,541 - 555,556 - 633,634 - 666,-,-,-,-,411 - 462,463 - 536,541 - 555,556 - 633,634 - 666,-,-,-,-,411 - 462,463 - 536,541 - 555,556 - 633,634 - 666,-,-,-,-,411 - 462,463 - 536,541 - 555,556 - 633,634 - 666,-,-,-,Bowler
286,Nasum Ahmed,Bangladesh,12,45,97.78,11.0,411 - 434,-,-,435 - 513,514 - 631,-,632 - 666,-,-,411 - 434,-,-,435 - 513,514 - 631,-,632 - 666,-,-,411 - 541,542 - 553,-,-,554 - 635,636 - 651,652 - 666,-,-,411 - 653,654 - 661,-,-,-,-,662 - 666,-,-,411 - 653,654 - 661,-,-,-,-,662 - 666,-,-,411 - 545,-,546 - 642,643 - 666,-,-,-,-,-,Bowler
287,Naveen-ul-Haq,Afghanistan,2,14,78.57,-,411 - 633,-,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 633,-,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 633,-,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,Bowler
288,Nazmul Hossain Shanto,Bangladesh,10,181,103.87,20.89,411 - 525,526 - 534,-,535 - 553,554 - 645,646 - 654,655 - 661,662 - 666,-,-,411 - 421,-,422 - 442,443 - 634,635 - 655,656 - 666,-,-,411 - 533,-,-,-,534 - 555,556 - 644,-,645 - 666,-,411 - 424,425 - 443,-,444 - 521,522 - 632,-,633 - 666,-,-,411 - 461,462 - 466,511 - 512,513 - 526,531 - 644,645 - 654,655 - 664,665 - 666,-,411 - 533,-,-,-,534 - 555,556 - 644,-,645 - 666,-,Batter
289,Nijat Masood,Afghanistan,1,4,75.0,-,411 - 555,-,-,-,556 - 621,622 - 643,644 - 666,-,-,411 - 555,-,-,-,556 - 621,622 - 643,644 - 666,-,-,411 - 555,-,-,-,556 - 621,622 - 643,644 - 666,-,-,411 - 555,-,-,-,556 - 621,622 - 643,644 - 666,-,-,411 - 555,-,-,-,556 - 621,622 - 643,644 - 666,-,-,411 - 555,-,-,-,556 - 621,622 - 643,644 - 666,-,-,Bowler
290,Noor Ahmad,Afghanistan,1,8,50.0,-,411 - 565,-,-,-,566 - 635,636 - 653,654 - 666,-,-,411 - 565,-,-,-,566 - 635,636 - 653,654 - 666,-,-,411 - 565,-,-,-,566 - 635,636 - 653,654 - 666,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,Bowler
291,Nurul Hasan,Bangladesh,26,263,120.91,18.71,411 - 441,442 - 452,453 - 461,462 - 512,513 - 643,644 - 655,656 - 666,-,-,411 - 441,442 - 452,453 - 461,462 - 512,513 - 643,644 - 655,656 - 666,-,-,411 - 426,431 - 445,446 - 456,461 - 513,514 - 626,631 - 642,643 - 666,-,-,411 - 526,531 - 534,535 - 543,544 - 544,545 - 653,654 - 655,656 - 665,666 - 666,-,411 - 526,531 - 534,535 - 543,544 - 544,545 - 653,654 - 655,656 - 665,666 - 666,-,411 - 523,524 - 526,531 - 536,541 - 554,555 - 653,654 - 656,661 - 666,-,-,WK Batter
292,O Thomas,West Indies,2,4,25.0,0.5,411 - 444,445 - 555,-,-,556 - 633,634 - 666,-,-,-,411 - 444,445 - 555,-,-,556 - 633,634 - 666,-,-,-,411 - 444,445 - 555,-,-,556 - 633,634 - 666,-,-,-,411 - 444,445 - 555,-,-,556 - 633,634 - 666,-,-,-,411 - 444,445 - 555,-,-,556 - 633,634 - 666,-,-,-,411 - 444,445 - 555,-,-,556 - 633,634 - 666,-,-,-,
293,OC McCoy,West Indies,8,45,115.56,10.4,411 - 616,621 - 666,-,-,-,-,-,-,-,411 - 616,621 - 666,-,-,-,-,-,-,-,411 - 621,622 - 625,626 - 633,634 - 644,645 - 662,-,663 - 666,-,-,411 - 616,621 - 666,-,-,-,-,-,-,-,411 - 616,621 - 666,-,-,-,-,-,-,-,411 - 453,454 - 466,511 - 523,524 - 536,541 - 636,641 - 666,-,-,-,Bowler
294,OF Smith,West Indies,15,97,140.21,13.6,-,-,-,-,411 - 536,541 - 666,-,-,-,411 - 453,-,454 - 462,463 - 511,512 - 651,652 - 666,-,-,-,411 - 446,451 - 463,464 - 516,521 - 543,544 - 632,633 - 646,651 - 666,-,-,-,-,-,-,411 - 536,541 - 666,-,-,-,411 - 556,561 - 625,626 - 641,-,642 - 666,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,Allrounder
295,OJ Hairs,Scotland,5,15,160.0,6.0,-,411 - 536,-,541 - 623,624 - 666,-,-,-,-,-,411 - 453,-,454 - 536,541 - 623,-,624 - 666,-,-,-,411 - 453,-,454 - 536,541 - 623,-,624 - 666,-,-,-,-,-,411 - 466,511 - 566,611 - 666,-,-,-,411 - 446,451 - 534,535 - 622,-,623 - 666,-,-,-,-,411 - 446,451 - 534,535 - 622,-,623 - 666,-,-,-,-,
296,OP Stone,England,1,1,0.0,0.0,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,
297,P Jayawickrama,Sri Lanka,1,5,0.0,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,
298,P Nissanka,Sri Lanka,31,785,114.39,28.06,411 - 525,526 - 533,534 - 534,535 - 554,555 - 642,643 - 654,655 - 665,666 - 666,-,411 - 442,443 - 446,451 - 451,452 - 466,511 - 641,642 - 652,653 - 666,-,-,-,411 - 426,431 - 444,445 - 526,531 - 621,622 - 643,644 - 666,-,-,411 - 424,425 - 425,426 - 432,433 - 453,454 - 651,652 - 661,662 - 666,-,-,411 - 436,441 - 445,446 - 454,455 - 464,465 - 651,652 - 653,654 - 665,666 - 666,-,-,411 - 536,-,-,541 - 666,-,-,-,-,Batter
299,PA van Meekeren,Netherlands,2,12,83.33,5.0,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,411 - 461,-,-,-,462 - 615,616 - 666,-,-,-,411 - 461,-,-,-,462 - 615,616 - 666,-,-,-,-,-,411 - 536,-,541 - 666,-,-,-,-,Bowler
300,PADLR Sandakan,Sri Lanka,1,11,27.27,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 453,-,-,-,454 - 666,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 453,-,-,-,454 - 666,-,-,-,-,
301,PBB Rajapaksa,Sri Lanka,21,323,137.77,27.81,411 - 464,465 - 511,512 - 521,522 - 553,554 - 635,636 - 656,661 - 666,-,-,411 - 443,444 - 451,452 - 462,463 - 525,526 - 642,643 - 654,655 - 666,-,-,411 - 433,434 - 445,446 - 461,462 - 516,521 - 612,613 - 641,642 - 664,665 - 666,-,411 - 532,533 - 542,-,543 - 614,615 - 666,-,-,-,-,411 - 466,511 - 515,516 - 525,526 - 542,543 - 653,654 - 655,656 - 666,-,-,-,411 - 444,-,-,445 - 555,-,556 - 666,-,-,Batter
302,PD Salt,England,11,143,164.34,23.5,-,411 - 426,431 - 434,435 - 515,516 - 662,663 - 666,-,-,-,-,411 - 422,423 - 434,435 - 513,514 - 631,632 - 651,652 - 666,-,-,-,411 - 453,454 - 536,541 - 623,624 - 666,-,-,-,-,411 - 425,426 - 433,434 - 444,445 - 545,546 - 654,655 - 662,663 - 666,-,-,411 - 436,441 - 443,444 - 446,451 - 453,454 - 652,-,653 - 666,-,-,-,411 - 453,454 - 536,541 - 623,624 - 666,-,-,-,-,WK Batter
303,PHKD Mendis,Sri Lanka,1,16,62.5,10.0,411 - 554,-,-,-,555 - 632,-,633 - 666,-,-,411 - 516,521 - 532,-,-,533 - 666,-,-,-,-,411 - 516,521 - 532,-,-,533 - 666,-,-,-,-,411 - 554,-,-,-,555 - 632,-,633 - 666,-,-,411 - 516,521 - 532,-,-,533 - 666,-,-,-,-,411 - 516,521 - 532,-,-,533 - 666,-,-,-,-,WK Batter
304,PJ Cummins,Australia,8,32,146.88,15.67,411 - 453,454 - 511,512 - 525,-,526 - 634,-,635 - 663,664 - 666,-,411 - 453,454 - 511,512 - 525,-,526 - 634,-,635 - 663,664 - 666,-,411 - 453,454 - 511,512 - 525,-,526 - 634,-,635 - 663,664 - 666,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,Bowler
305,PJ van Biljon,South Africa,4,72,130.56,23.5,411 - 633,634 - 635,636 - 641,642 - 655,656 - 661,-,662 - 666,-,-,411 - 412,-,413 - 424,425 - 436,441 - 625,-,626 - 666,-,-,-,411 - 444,-,-,445 - 632,-,633 - 666,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 455,456 - 511,512 - 522,523 - 534,535 - 635,636 - 643,644 - 666,-,-,-,411 - 444,-,-,445 - 632,-,633 - 666,-,-,
306,PM Liyanagamage,Sri Lanka,1,1,100.0,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,
307,PM Seelaar,Netherlands,2,34,67.65,11.5,411 - 666,-,-,-,-,-,-,-,-,411 - 664,-,-,-,665 - 666,-,-,-,-,411 - 565,566 - 622,-,-,623 - 653,654 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 526,531 - 543,-,-,544 - 641,-,642 - 666,-,-,-,-,-,411 - 536,541 - 666,-,-,-,-,
308,PP Shaw,India,1,1,0.0,0.0,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,
309,PR Stirling,Ireland,31,583,125.9,26.21,411 - 523,524 - 531,532 - 535,536 - 563,564 - 651,652 - 662,663 - 666,-,-,411 - 462,-,463 - 465,466 - 515,516 - 656,661 - 663,664 - 666,-,-,411 - 414,-,415 - 513,514 - 535,536 - 612,613 - 644,645 - 666,-,-,411 - 542,543 - 552,553 - 566,611 - 626,631 - 661,662 - 665,666 - 666,-,-,411 - 453,454 - 511,512 - 516,521 - 533,534 - 662,663 - 663,664 - 666,-,-,411 - 414,-,415 - 513,514 - 535,536 - 612,613 - 644,645 - 666,-,-,Allrounder
310,PVD Chameera,Sri Lanka,17,71,88.73,5.73,411 - 423,-,-,-,424 - 634,-,635 - 666,-,-,411 - 423,-,-,-,424 - 634,-,635 - 666,-,-,411 - 453,454 - 524,525 - 526,531 - 545,546 - 653,654 - 661,662 - 666,-,-,411 - 542,-,-,-,543 - 666,-,-,-,-,411 - 542,-,-,-,543 - 666,-,-,-,-,411 - 542,543 - 563,-,-,564 - 655,656 - 666,-,-,-,Bowler
311,PWA Mulder,South Africa,3,44,115.91,25.5,411 - 512,513 - 521,-,522 - 526,531 - 643,-,644 - 666,-,-,411 - 512,513 - 521,-,522 - 526,531 - 643,-,644 - 666,-,-,411 - 466,511 - 521,522 - 531,532 - 552,553 - 666,-,-,-,-,411 - 516,-,521 - 535,-,536 - 666,-,-,-,-,411 - 516,-,521 - 535,-,536 - 666,-,-,-,-,411 - 466,511 - 521,522 - 531,532 - 552,553 - 666,-,-,-,-,
312,PWH de Silva,Sri Lanka,29,271,123.99,14.0,411 - 624,-,-,625 - 642,643 - 661,662 - 666,-,-,-,411 - 521,522 - 534,535 - 541,542 - 556,561 - 646,-,651 - 665,-,666 - 666,411 - 455,456 - 466,-,511 - 544,545 - 643,-,644 - 666,-,-,-,-,-,411 - 666,-,-,-,-,-,411 - 452,453 - 466,-,511 - 523,524 - 642,643 - 644,645 - 665,666 - 666,-,-,411 - 461,-,462 - 552,553 - 666,-,-,-,-,Allrounder
313,Parvez Hossain Emon,Bangladesh,1,6,33.33,2.0,411 - 654,655 - 666,-,-,-,-,-,-,-,411 - 654,655 - 666,-,-,-,-,-,-,-,411 - 654,655 - 666,-,-,-,-,-,-,-,411 - 454,-,-,-,455 - 666,-,-,-,-,411 - 454,-,-,-,455 - 666,-,-,-,-,411 - 454,-,-,-,455 - 666,-,-,-,-,
314,Q de Kock,South Africa,24,557,130.52,34.62,411 - 465,466 - 514,515 - 523,524 - 552,553 - 641,642 - 656,661 - 666,-,-,411 - 426,431 - 433,434 - 436,441 - 455,456 - 625,626 - 643,644 - 666,-,-,-,411 - 432,433 - 443,444 - 454,455 - 613,614 - 634,635 - 666,-,-,411 - 463,464 - 465,466 - 466,511 - 536,541 - 646,651 - 653,654 - 664,665 - 666,-,411 - 412,413 - 422,423 - 432,433 - 446,451 - 653,654 - 654,655 - 666,-,-,411 - 523,-,524 - 615,-,616 - 666,-,-,-,-,WK Batter
315,Qais Ahmad,Afghanistan,1,9,88.89,8.0,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 444,445 - 522,-,523 - 555,556 - 666,-,-,-,-,411 - 616,-,-,-,621 - 666,-,-,-,-,411 - 616,-,-,-,621 - 666,-,-,-,-,411 - 444,445 - 522,-,523 - 555,556 - 666,-,-,-,-,Bowler
316,R Ashwin,India,4,26,130.77,17.0,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 416,421 - 425,426 - 434,435 - 452,453 - 626,631 - 644,645 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,411 - 416,421 - 425,426 - 434,435 - 452,453 - 626,631 - 644,645 - 666,-,-,Allrounder
317,R Klein,Netherlands,1,6,183.33,11.0,-,411 - 436,-,441 - 536,541 - 666,-,-,-,-,-,411 - 436,-,441 - 536,541 - 666,-,-,-,-,-,411 - 436,-,441 - 536,541 - 666,-,-,-,-,-,411 - 436,-,441 - 536,541 - 666,-,-,-,-,-,411 - 436,-,441 - 536,541 - 666,-,-,-,-,-,411 - 436,-,441 - 536,541 - 666,-,-,-,-,
318,R Mutumbami,Zimbabwe,5,57,112.28,12.8,-,-,-,-,411 - 666,-,-,-,-,411 - 462,463 - 511,-,-,512 - 644,645 - 661,662 - 666,-,-,411 - 463,464 - 513,514 - 523,524 - 554,555 - 635,-,636 - 666,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 456,461 - 516,-,521 - 536,541 - 616,621 - 626,631 - 656,661 - 666,-,-,411 - 536,-,-,-,541 - 666,-,-,-,
319,R Ngarava,Zimbabwe,6,19,84.21,8.0,411 - 661,662 - 663,-,-,664 - 666,-,-,-,-,411 - 661,662 - 663,-,-,664 - 666,-,-,-,-,411 - 523,524 - 534,-,535 - 556,561 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 523,524 - 534,-,535 - 556,561 - 666,-,-,-,-,Bowler
320,R Powell,West Indies,24,371,146.63,27.2,411 - 514,-,515 - 534,535 - 565,566 - 635,636 - 656,661 - 666,-,-,411 - 463,464 - 465,466 - 521,522 - 531,532 - 651,652 - 655,656 - 665,666 - 666,-,411 - 415,416 - 426,431 - 462,463 - 512,513 - 624,625 - 651,652 - 666,-,-,411 - 554,-,555 - 621,-,622 - 666,-,-,-,-,411 - 532,533 - 541,542 - 553,554 - 562,563 - 652,653 - 656,661 - 665,666 - 666,-,411 - 423,424 - 455,456 - 513,514 - 531,532 - 634,635 - 666,-,-,-,Batter
321,R Rampaul,West Indies,1,8,37.5,3.0,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 523,-,-,-,524 - 666,-,-,-,-,411 - 653,654 - 661,-,-,662 - 666,-,-,-,-,411 - 653,654 - 661,-,-,662 - 666,-,-,-,-,411 - 653,654 - 661,-,-,662 - 666,-,-,-,-,
322,R Ravindra,New Zealand,6,55,98.18,9.0,411 - 511,512 - 533,-,534 - 644,645 - 666,-,-,-,-,411 - 542,543 - 555,-,556 - 612,613 - 654,-,655 - 666,-,-,411 - 546,551 - 564,-,565 - 622,623 - 666,-,-,-,-,411 - 543,544 - 561,562 - 564,565 - 611,612 - 645,646 - 652,653 - 655,656 - 666,-,411 - 542,543 - 555,-,556 - 612,613 - 654,-,655 - 666,-,-,411 - 546,551 - 564,-,565 - 622,623 - 666,-,-,-,-,
323,R Shepherd,West Indies,9,133,148.12,32.83,411 - 533,-,534 - 542,543 - 551,552 - 643,644 - 655,656 - 666,-,-,411 - 533,-,534 - 542,543 - 551,552 - 643,644 - 655,656 - 666,-,-,411 - 452,453 - 463,464 - 524,525 - 536,541 - 634,635 - 646,651 - 666,-,-,411 - 612,613 - 616,621 - 636,-,641 - 662,663 - 664,665 - 666,-,-,411 - 612,613 - 616,621 - 636,-,641 - 662,663 - 664,665 - 666,-,-,411 - 453,-,454 - 536,-,-,-,541 - 666,-,-,
324,R Trumpelmann,Namibia,9,66,122.73,27.0,411 - 565,-,-,-,566 - 646,651 - 656,661 - 666,-,-,411 - 565,-,-,-,566 - 646,651 - 656,661 - 666,-,-,411 - 516,521 - 524,525 - 532,533 - 551,552 - 653,654 - 655,656 - 666,-,-,411 - 411,-,412 - 441,442 - 511,512 - 636,-,641 - 666,-,-,411 - 411,-,412 - 441,442 - 511,512 - 636,-,641 - 666,-,-,411 - 414,415 - 443,-,-,444 - 641,642 - 666,-,-,-,Bowler
325,RA Jadeja,India,10,173,135.26,39.0,411 - 416,421 - 421,422 - 422,423 - 444,445 - 634,635 - 655,656 - 666,-,-,411 - 416,421 - 421,422 - 422,423 - 444,445 - 634,635 - 655,656 - 666,-,-,411 - 441,442 - 446,451 - 455,456 - 522,523 - 626,631 - 644,645 - 666,-,-,411 - 514,515 - 521,522 - 526,531 - 535,536 - 663,664 - 666,-,-,-,411 - 514,515 - 521,522 - 526,531 - 535,536 - 663,664 - 666,-,-,-,-,411 - 666,-,-,-,-,-,-,-,
326,RA Reifer,West Indies,1,23,82.61,19.0,-,-,-,-,411 - 666,-,-,-,-,-,411 - 432,-,-,433 - 623,624 - 645,646 - 666,-,-,-,411 - 432,-,-,433 - 623,624 - 645,646 - 666,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 453,-,-,-,454 - 643,644 - 655,656 - 666,-,-,411 - 453,-,-,-,454 - 643,644 - 655,656 - 666,-,-,Allrounder
327,RD Berrington,Scotland,14,312,122.12,29.31,411 - 623,624 - 626,-,631 - 633,634 - 655,656 - 662,663 - 665,666 - 666,-,411 - 464,465 - 465,466 - 511,512 - 532,533 - 636,641 - 644,645 - 666,-,-,411 - 424,425 - 435,436 - 452,453 - 463,464 - 613,614 - 624,625 - 664,665 - 666,-,411 - 511,512 - 533,-,534 - 644,645 - 666,-,-,-,-,411 - 454,455 - 464,465 - 515,516 - 525,526 - 653,654 - 655,656 - 666,-,-,411 - 424,425 - 435,436 - 452,453 - 463,464 - 613,614 - 624,625 - 664,665 - 666,-,Batter c
328,RD Chahar,India,1,5,100.0,5.0,411 - 453,454 - 536,-,541 - 623,624 - 666,-,-,-,-,411 - 453,454 - 536,-,541 - 623,624 - 666,-,-,-,-,411 - 453,454 - 536,-,541 - 623,624 - 666,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,
329,RD Gaikwad,India,8,109,123.85,16.88,411 - 521,522 - 526,531 - 535,536 - 555,556 - 642,643 - 655,656 - 665,666 - 666,-,411 - 443,444 - 524,525 - 544,545 - 564,565 - 666,-,-,-,-,411 - 443,444 - 524,525 - 544,545 - 564,565 - 666,-,-,-,-,-,411 - 423,-,424 - 453,454 - 623,624 - 636,641 - 653,654 - 666,-,-,411 - 432,-,433 - 453,454 - 645,-,646 - 666,-,-,-,411 - 432,-,433 - 453,454 - 645,-,646 - 666,-,-,
330,RE van der Merwe,Netherlands,5,11,54.55,1.5,411 - 654,655 - 666,-,-,-,-,-,-,-,411 - 453,454 - 666,-,-,-,-,-,-,-,-,-,-,-,-,411 - 666,-,-,-,411 - 654,655 - 666,-,-,-,-,-,-,-,-,-,-,411 - 466,511 - 666,-,-,-,-,-,-,-,-,-,411 - 666,-,-,-,Allrounder
331,RG Sharma,India,33,646,145.98,29.47,411 - 513,514 - 522,523 - 536,541 - 565,566 - 651,652 - 662,663 - 665,666 - 666,-,-,411 - 425,426 - 436,441 - 513,514 - 641,642 - 652,653 - 666,-,-,-,411 - 425,426 - 436,441 - 513,514 - 641,642 - 652,653 - 666,-,-,411 - 513,514 - 515,516 - 525,526 - 561,562 - 656,661 - 662,663 - 666,-,-,411 - 451,452 - 456,461 - 512,513 - 516,521 - 654,655 - 655,656 - 664,665 - 666,-,411 - 451,452 - 456,461 - 512,513 - 516,521 - 654,655 - 655,656 - 664,665 - 666,-,Batter c
332,RJ Gleeson,England,2,4,50.0,1.0,411 - 523,524 - 615,-,-,-,-,616 - 666,-,-,411 - 523,524 - 615,-,-,-,-,616 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,411 - 523,524 - 615,-,-,-,-,616 - 666,-,-,411 - 523,524 - 615,-,-,-,-,616 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,
333,RJW Topley,England,4,14,85.71,6.0,411 - 451,452 - 514,-,515 - 526,531 - 643,644 - 655,656 - 666,-,-,411 - 451,452 - 514,-,515 - 526,531 - 643,644 - 655,656 - 666,-,-,411 - 451,452 - 514,-,515 - 526,531 - 643,644 - 655,656 - 666,-,-,411 - 451,452 - 514,-,515 - 526,531 - 643,644 - 655,656 - 666,-,-,411 - 451,452 - 514,-,515 - 526,531 - 643,644 - 655,656 - 666,-,-,411 - 451,452 - 514,-,515 - 526,531 - 643,644 - 655,656 - 666,-,-,Bowler
334,RL Chase,West Indies,5,73,87.67,10.67,411 - 554,555 - 612,-,613 - 626,631 - 652,-,653 - 666,-,-,411 - 445,446 - 461,-,462 - 526,531 - 624,625 - 641,642 - 666,-,-,411 - 463,464 - 544,-,-,545 - 625,-,626 - 666,-,-,411 - 554,-,-,-,555 - 666,-,-,-,-,411 - 533,534 - 541,-,-,542 - 651,652 - 666,-,-,-,-,-,-,-,411 - 666,-,-,-,-,
335,RN ten Doeschate,Netherlands,1,1,0.0,0.0,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,
336,RP Burl,Zimbabwe,24,352,118.47,29.79,411 - 541,542 - 543,544 - 544,545 - 553,554 - 652,653 - 664,665 - 666,-,-,411 - 541,542 - 543,544 - 544,545 - 553,554 - 652,653 - 664,665 - 666,-,-,411 - 441,442 - 452,453 - 464,465 - 526,531 - 631,632 - 646,651 - 665,666 - 666,-,411 - 532,533 - 533,534 - 544,545 - 551,552 - 654,655 - 662,663 - 666,-,-,411 - 532,533 - 533,534 - 544,545 - 551,552 - 654,655 - 662,663 - 666,-,-,411 - 515,516 - 535,536 - 545,-,546 - 636,641 - 656,661 - 666,-,-,Batter
337,RR Hendricks,South Africa,22,558,131.9,35.05,411 - 464,465 - 511,512 - 513,514 - 551,552 - 651,652 - 661,662 - 665,666 - 666,-,411 - 426,431 - 431,432 - 432,433 - 464,465 - 632,633 - 643,644 - 666,-,-,411 - 555,556 - 644,-,645 - 666,-,-,-,-,-,411 - 454,455 - 462,463 - 512,513 - 535,536 - 654,655 - 661,662 - 666,-,-,411 - 426,431 - 441,442 - 444,445 - 463,464 - 654,-,655 - 665,666 - 666,-,411 - 555,556 - 644,-,645 - 666,-,-,-,-,-,Batter
